objectid,title,creator,date,description,collection,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,extra
me_010,Ivory Colliding Balls,James W. Queen & Co.,1895,,Mechanics,,Display Case B3,,,,me_010,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9efc6cf2ca117b3e25ace7ca97f822b386d0eea7.jpg,,,,,
me_009,Atwood's Machine,,,,Mechanics,,Display Case B3,,,,me_009,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a82190eb8ee9fab5af86d8c2e6bbd50b6718ad20.jpg,,,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/0c69897b260f372d726a450d5dcc0a5d3061831c.jpg
me_044,Jolly Balance,,,,Mechanics,,,,,,me_044,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/4e2ed0f02e613386dd89f189e9bc03c7d68c7a36.jpg,,,,,
me_011,Magdeburg Hemispheres,James W. Queen & Co.,1885,,Mechanics,,Display Case B2,,,,me_011,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6124fe30f0c0733d22110491831cc932383fe119.jpg,,,,,
me_017,Nicholson's Hydrometer,,,,Mechanics,,Display Case B2,,,,me_017,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e9df6be2e948b8206326af577e0040a184a6f379.jpg,,,,,
me_016,Vacuum Pump and Bell Jar,James W. Queen & Co.,1885,,Mechanics,,Display Case B2,,,,me_016,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ee8bc9739d7b90fe31d64d6a751cd6c0a043195a.jpg,,,,,
op_004,Nicol Prisms,,,,Optics,,,,,,op_004,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/592bf4bc84ad381f0182afee676e8e5341af64ab.jpg,,,,,
op_011,Laser,,,,Optics,,,,,,op_011,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e9fc64858cde3baae25e30843bddf335c905e244.jpg,,,,,
op_010,Lens on Stand,,,,Optics,,,,,,op_010,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a9ece43b73684dcbb1c0d0a99e9d0b80a480293b.jpg,,,,,
op_007,Prism with Variable Angle,,,,Optics,,Display Case H5,,,,op_007,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b272561a44ebe358f662f7e774aeae495d7c7edb.jpg,,,,,
ac_006,Four Tuning Forks,L. Landry,1900,,Acoustics,,Display Case H3,,,,ac_006,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f75e440061c4c7509e59ab3370e2c807e2d94e9f.jpg,,,,,
ac_001,Sonometer,James W. Queen & Co.,1905,,Acoustics,,,,,,ac_001,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2bf357bd7fa92745801369b4184020211d24731e.jpg,,,,,
ac_015,Helmholtz Resonators,,,,Acoustics,,,,,,ac_015,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/62b6847e4b3ea7b3f38ef20a7be6ef36776b4675.jpg,,,,,
ac_012,Savart Bell and Resonator,James W. Queen & Co.,,,Acoustics,,,,,,ac_012,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/54c91166663908c29f0447abc5e43603f6144b38.jpg,,,,,
xr_005,Almy's X-Ray Tube,,,,Modern_Physics,X-Ray,Display Case H4,,,,xr_005,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7856460ca3726c3830e6a2362e897fa38bacdf24.jpg,,,,,
xr_018,Almy's X-Ray Photograph of Keys and Coins,Frank F. Almy,1896,,Modern_Physics,X-Ray,,,,,xr_018,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d65274fca2016b03a037eae6e3c2b03cf101beb2.jpg,,,,,
xr_021,Almy's X-Ray Photograph of Frog,Frank F. Almy,1896,,Modern_Physics,X-Ray,,,,,xr_021,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a3fce3cd4e63cbb53ed1da91c89f16ff42b8062f.jpg,,,,,
xr_022,Almy's X-Ray Photograph of Hand,Frank F. Almy,1896,,Modern_Physics,X-Ray,,,,,xr_022,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ff9fa0cd7506e5250ada60a88f8e6d34b15c1ea6.jpg,,,,,
te_072,Chronograph,Fauth & Co.,1888,,Technology,,Display Case F2,,,,te_072,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a563f68ff7c443ec4cb1a841ac8f1b7664de58b3.jpg,,,,,
te_068,Ulysse Nadin Chronometer,,,,Technology,,,,,,te_068,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/073948cd2aa8c14c60f3e11d637678528baf660e.jpg,,,,,
te_038,Solar Microscope,,,,Technology,,,,,,te_038,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2abddc484bff05ff8808cf16ff3b60cf1daeba75.jpg,,,,,
te_073,Early Phonograph,,1887,,Technology,,,,,,te_073,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ba3be0465e6d9b5097a313f3ab3227339cbeaa7a.jpg,,,,,
te_067,Chronometer,Northwest Instrument Company,,,Technology,,,,,,te_067,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/727464577861fe9a4b349bc025657665beddfece.jpg,,,,,
te_039,Telescope,James W. Queen & Co.,,,Technology,,Storage Location Prep Room,,,,te_039,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2f1639c342b74883c0fafa771de496506e77281e.jpg,,,,,
em_039,Kelvin's Astatic Galvanometer,James W. Queen & Co.,1900,,Electricity_and_Magnetism,Galvanometers,Display Case G1b,,,,em_039,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ae5dffd9709737918bc5f2bbfe231288dce0fe3b.jpg,,,,,
em_043,Thomson's Mirror Galvanometer,James W. Queen & Co.,,,Electricity_and_Magnetism,Galvanometers,Display Case G1b,,,,em_043,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/914d740bfd086d310bcb49810258957817829246.jpg,,,,,
em_048,Ballistic Galvanometer,James W. Queen & Co.,1900,,Electricity_and_Magnetism,Galvanometers,Display Case G1b,,,,em_048,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/48d434f6a43df4b13eb363a7b0045d2286435c1c.jpg,,,,,
em_052,Bohnenberger Electroscope,,1880,,Electricity_and_Magnetism,Electroscopes,Display Case G1b,,,,em_052,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/3ca083d04e1279397dece7e7d925b3ba75cc465f.jpg,,,,,
em_027,Homemade Galvanometer,Frank F. Almy,,,Electricity_and_Magnetism,Galvanometers,Located in display case G1a,,,,em_027,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f5a0aa00d1e6676b4e03cfb540ac27dedf523e60.jpg,,,,,
em_017,Homemade Tangent Galvanometer,Frank F. Almy,,,Electricity_and_Magnetism,Galvanometers,Display Case G1a,,,,em_017,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/8cb01757b9d92ba1bf7a97d720b070a5be86c485.jpg,,,,,
em_062,Epinius' Condenser,James W. Queen & Co.,,,Electricity_and_Magnetism,,,,,,em_062,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7237bfe9165a62c5d760c8d33a266dbe14eddb74.jpg,,,,,
em_006,Kohlrausch Wire,James G. Biddle Co.,,,Electricity_and_Magnetism,,Display Case H1,,,,em_006,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/5fa74464b52036481fb5ab316de7a8161915b90b.jpg,,,,,
em_071,One Ohm Thermometer,,,,Electricity_and_Magnetism,,Display Case B5,,,,em_071,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/da6d23119d3f5cfa8c47e352c88dc7559fc43e12.jpg,,,,,
em_072,One-Third Microfarad Standard,,,,Electricity_and_Magnetism,,Display Case B5,,,,em_072,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/1680ba1ddc2a930a577f9735ea028313e5a33a86.jpg,,,,,
em_002,Post Office Bridge with Meter,,,,Electricity_and_Magnetism,Bridges,Display Case H1,,,,em_002,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/daf686a228f98c43060450664936c0d63e9dcbd4.jpg,,,,,
em_025,Tangent Galvanometer,James W. Queen & Co.,,,Electricity_and_Magnetism,Galvanometers,Display Case G1a,,,,em_025,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b948f23a229d89883dbbb24cb520656ec855f096.jpg,,,,,
em_075,Variable Self Inductor,Leeds and Northrup Co.,,,Electricity_and_Magnetism,,Display Case B5,,,,em_075,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/58c932b91b86d6dd63ffaa506380caa38e4b54a9.jpg,,,,,
em_021,Simple Astatic Galvanometer,,,,Electricity_and_Magnetism,Galvanometers,Display Case G1b,,,,em_021,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/c7371c6796bdeccec67b35dfb4eedf68e31cf149.jpg,,,,,
em_008,Decade Bridge,,,,Electricity_and_Magnetism,Bridges,Display Case H1,,,,em_008,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/023c27eb2dfade7616547406e8f82a573ee09a4a.jpg,,,,,
em_034,Demonstration Electric Motor,James W. Queen & Co.,,,Electricity_and_Magnetism,,Display Case G1a,,,,em_034,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/cdc1d42f4871503dcaf5d88f7a93fcffdc6a2c09.jpg,,,,,
at_004,Electric Egg,James W. Queen & Co.,,,Modern_Physics,,Display Case B1,,,,at_004,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2d7bfb3a4b88e69adc38343fd3b6282460b2207b.jpg,,,,,
em_036,Induction Coil and Interrupter,,1846,,Electricity_and_Magnetism,,Display Case G1a,,,,em_036,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e8e99ffc17bb82223a2b5dc85a3118c8078a30ad.jpg,,,,,
em_029,Helixon Stand,,1900,,Electricity_and_Magnetism,,Display Case G1a,,,,em_029,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/908cf0c4a6220fbc20d8e51f0cf8cb623aeaa5cc.jpg,,,,,
em_042,Lamp with Scale,,Unknown,,Electricity_and_Magnetism,,Display Case G1b,,,,em_042,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/160659e4f53231eb34182204a6416749ccd8874d.jpg,,,,,
em_069,One True Ohm,,,,Electricity_and_Magnetism,,Display Case B5,,,,em_069,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ab38e9f97d7d416c942ddc12ab0921a107fd2b39.jpg,,,,,
em_007,Post Office Bridge,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Bridges,Display Case H1,,,,em_007,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9213c58e5a5ecea4afd05658d81779ffe3344404.jpg,,,,,
em_064,Hand-Driven Generator,Palmer & Hall,,,Electricity_and_Magnetism,,Display Case G1a,,,,em_064,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7528dd710afe3611d344e7a8b81c4657ad8852fb.jpg,,,,,
em_066,Standard Resistor with Mercury Cups,,1892,,Electricity_and_Magnetism,,Display Case B5,,,,em_066,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/29c89733a0e54d6d054c187a9fb0e6b11e789101.jpg,,,,,
em_067,Two Inductors,Hartman & Braun,1893,,Electricity_and_Magnetism,,Display Case B5,,,,em_067,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a9d114876beb7b368dde63af773ebfc5e6f4b864.jpg,,,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/4489c73045e1ef340a042a62f32504690cc03797.jpg
te_203,Seth Thomas Clock 11,Seth Thomas Clock Co.,1888,,Technology,,Kistle Science Library L1,,,,te_203,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7b8c5b66c2be1dfaf621ecf74457ccc2427bde91.jpg,,,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e0c28887f4615fd7550135bb738ea1896b0f3688.jpg
te_204,Seth Thomas Clock 12,Seth Thomas Clock Co.,1888,,Technology,,Kistle Science Library L1,,,,te_204,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/354700b5715eab7dce889be52f69295a87ef536d.jpg,,,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/0b8b37036eb4ab7f83389124e00f95dacca626b4.jpg
te_152,Small Balance,,,,Technology,,,,,,te_152,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/1bb8913b620f48dd90e8272f62b05358ed4db7d4.jpg,,,,,
me_039,Aneroid Barometer,,,,Mechanics,,,,,,me_039,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/627d14a79e6d8cb74a8bab2e9e7d654cd6ecb3d5.jpg,,,,,
em_028,Astatic Galvanometer with Glass Dome,,,,Electricity_and_Magnetism,Galvanometers,Display Case G1b,,,,em_028,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/4316118597b99578872120c4ffe1cb3cbb85ad91.jpg,,,,,
em_037,Galvanometer with Three Horseshoe Magnets,,,,Electricity_and_Magnetism,Galvanometers,Storage Location Prep Room,,,,em_037,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/451355e98f14496adf1ba47554c7c073f6944eeb.jpg,,,,,
em_026,Homemade Galvanometer,,,,Electricity_and_Magnetism,Galvanometers,Located in display case G1a,,,,em_026,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2478dded61243268659d8e1c10a7a8325f9ec871.jpg,,,,,
te_040,Surveyor’s Transit,W. & L.E. Gurley,,,Technology,,Display Case B4,,,,te_040,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ea664f277841375967a72506af8d7b04d1a10de8.jpg,,,,,
te_119,Student’s Oil Lamp,,1880,,Technology,,Storage Location H3a,,,,te_119,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/c431d09acb82dbdcbc533cbe3526d6bd10879758.jpg,,,,,
te_045,Surveyor's Tape and 12 Pins,,,,Technology,,,,,,te_045,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/0ac8e4a25c45b84e5923981b5ca80e9460c9c21c.jpg,,,,,
op_001,Three-sided bottle with circular optical quality sides,,,,Optics,,Display Case H5,,,,op_001,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6a395c9af3fe45759205af55940311fa78b5b5a3.jpg,,,,,
op_002,Three-sided bottle with rectangular optical quality sides,,,,Optics,,,,,,op_002,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/64ce49e791985a01c3a0b3ed76caf67acbc2c4f2.jpg,,,,,
op_030,Spectrometer,James W. Queen & Co.,,,Optics,,,,,,op_030,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a57f0514ff6673ad64da03d661e0a598f018a42e.jpg,,,,,
nu_001,Homemade Geiger counter,,1945,,Modern_Physics,,,,,,nu_001,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/4438261bb54d6dfc7cee45aef52f0d3b586ca409.jpg,,,,,
at_006,Discharge Tube and Wooden Base,,,,Modern_Physics,Discharge Tube,Display Case B1,,,,at_006,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e48a03d1d0ef09a2b7bcc9674a9d74f7e274f0e0.jpg,,,,,
op_013,60-60-60 Prism with faceted ends,,1928,,Optics,,,,,,op_013,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/586787a82a7ce379039978d9a060a95d8a98cb72.jpg,,,,,
op_009,Heliograph,Max Kohl,,,Optics,,,,,,op_009,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/c0fb12f8b955d70973c6dc4e7e501fa4b7889780.jpg,,,,,
te_070,Tailpiece of Alvan Clark Telescope,Alvan Clark & Sons,1888,,Technology,,,,,,te_070,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/0c4f1969b0569b6a6ee66397cda1fb865f079b8a.jpg,,,,,
te_069,Objective of Alvan Clark Telescope,Alvan Clark & Sons,1888,,Technology,,,,,,te_069,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/825e1d5012a5c3667439c0ca129584a24ced9228.jpg,,,,,
op_019,Double Prism Demonstrator on Stand,,,,Optics,,,,,,op_019,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/426f2dc87ecf81d68eda4d8ee251caef7d3d50cf.jpg,,,,,
em_180,Vacuum Tube,Grinnell Students,1922,,Electricity_and_Magnetism,,Storage Location B1b,,,,em_180,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/5bc059512c9bc978b56d465c7383b8b552c57743.jpg,,,,,
em_109,Small Magnetic Dip Needle,,,,Electricity_and_Magnetism,,,,,,em_109,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ac6348f4259e086fd4c842414c52803f537fb291.jpg,,,,,
te_008,Telegraph Key on Wooden Base,,,,Technology,,Display Case H2,,,,te_008,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/5b31a83da6be1a989f598fd27369fab5819b165e.jpg,,,,,
em_108,Compass Needle on Stand,,,,Electricity_and_Magnetism,,Storage Location H5a,,,,em_108,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/4f97e4fe741106a151fece291b37ee7e727d3d56.jpg,,,,,
em_111,Large Boxed Magnets,,,,Electricity_and_Magnetism,,Storage Location H5a,,,,em_111,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b4735021ea1e5a1031042f3944f0db81ded2daa2.jpg,,,,,
em_112,Small Boxed Magnets,,,,Electricity_and_Magnetism,,Storage Location H5a,,,,em_112,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/60cfcc7d2a69bcf4f9bb3106cb6fc40484478cf6.jpg,,,,,
em_035,Hollow Coil with Orange Covering,,,,Electricity_and_Magnetism,,Display Case G1a,,,,em_035,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b524511bc8724c8534626c5c8b7c35a00113a124.jpg,,,,,
em_221,Electric Motor with Wound Armature,,,,Electricity_and_Magnetism,,Display Case G1a,,,,em_221,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/cf0db2840968c712df1417405cd616897d47f8ed.jpg,,,,,
at_007,Crooke’s Tube and Base,,,,Modern_Physics,,,,,,at_007,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a9d29b2afdab54c03c74859e335046983913a4dc.jpg,,,,,
te_125,Telegraph Recorder,,,,Technology,,Storage Location H5a,,,,te_125,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b36b634ef5841c443435115e599204b2db687fb2.jpg,,,,,
em_097,Electrostatic Planetary System and Electric Whirl,,,,Electricity_and_Magnetism,,,,,,em_097,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b13ad27bd856e7505f42baba65f6a6dda151399c.jpg,,,,,
em_099,Leyden Jar,,,,Electricity_and_Magnetism,,,,,,em_099,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/3bc38b5c6219a42530545f6e6ef2000f26dd28ee.jpg,,,,,
em_223,Toepler-Holz Electrostatic Machine,,,,Electricity_and_Magnetism,,Dead Storage Room,,,,em_223,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6973f0e64f986a7f8effded5e4a964d96ca2d6e3.jpg,,,,,
at_005,Six Fancy Discharge Tubes,,,,Modern_Physics,,Display Case B1,,,,at_005,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e4577fd2e186d35062968735535789964e1dddae.jpg,,,,,
em_100,Leyden Jar,,,,Electricity_and_Magnetism,,Storage Location F2b,,,,em_100,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/94f2541693d6a69374dfebb0ecc0c1e1e958cb0f.jpg,,,,,
op_027,Angle of Refraction Apparatus,,,,Optics,,Dead Storage Room,,,,op_027,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6b9964a9810c1c0c0c212b3357ae064a2306642d.jpg,,,,,
ac_055,Two Brass Reflecting Dishes,,,,Acoustics,,Dead Storage Room,,,,ac_055,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/923aa484d4cd380509196c457f036ec3fd3716c4.jpg,,,,,
me_015,Pascal’s Paradox,,,,Mechanics,,Display Case B2,,,,me_015,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/956edd768266a8259a6889b9e06f073e69799774.jpg,,,,,
me_013,Specific Gravity Balance,,,,Mechanics,,Display Case B2,,,,me_013,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d6e2570c54b770d1c3ee2465225bfadc230b77b2.jpg,,,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e12993780f5e9a46e3e1de0c307dfc551ba983d3.jpg
me_014,Archimedes’ Principle Demonstration,,,,Mechanics,,,,,,me_014,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/8d018eee1e9cbee91a33bb4029d5a58caeb97179.jpg,,,,,
me_018,Rotator with Governor,,1885,,Mechanics,,,,,,me_018,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/0080abef7e30d1e3e4c905687db2ae0bec245b56.jpg,,,,,
th_106,Dew Point Apparatus,,,,Thermodynamics,,,,,,th_106,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d947fa4a2fe98eeb6b6e48cee932eb0798c55312.jpg,,,,,
th_017,"Psychrometer, Sling, without handle",,,,Thermodynamics,,,,,,th_017,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/185efb8236a98079b2b0cdd622740c3349955464.jpg,,,,,
em_113,VOLTAMP Horseshoe Shaped Electromagnet,,,,Electricity_and_Magnetism,,Storage Location H5a,,,,em_113,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/1761fcb4ae08441b568b32b2c14d718356d884ea.jpg,,,,,
at_011,Glass sphere on Wood Base,,,,Modern_Physics,,Storage Location H1b,,,,at_011,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/05dbea00f1b467876911573a503f14fdecb44ad2.jpg,,,,,
em_085,1/3 MF Capacitor,James W. Queen & Co.,,,Electricity_and_Magnetism,,Storage Location H1b,,,,em_085,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2493e0f3f84c20aedd275fb85c643bd3ecc8ada2.jpg,,,,,
em_084,0.2 MF Capacitor,Leeds and Northrup Co.,,,Electricity_and_Magnetism,,Storage Location H1b,,,,em_084,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/76218c80a3f7cb40c2a86a205838174e91d27e95.jpg,,,,,
em_215,Three Slide Wires on Small Square Boards,,,,Electricity_and_Magnetism,,,,,,em_215,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/3d1e644299e03314032a1b76137689e7b872ea15.jpg,,,,,
